price,title,rating,Brand Name,Item Weight,Product Dimensions,Country of Origin,Item model number,Is Discontinued By Manufacturer,Output Wattage,Color Name,Specification Met,Special Features,Speaker Type,ASIN,Customer Reviews,Best Sellers Rank,Date First Available
1698.0,Sony X90J 75 Inch TV: BRAVIA XR Full Array LED 4K Ultra HD Smart Google TV with Dolby Vision HDR and Alexa Compatibility XR75X90J- 2021 Model,4.6,Sony,73.4 pounds,66 x 16.25 x 37.88 inches,Mexico,XR75X90J,No,20 Watts,Black,Energy Star,"Cognitive Intelligence with the Cognitive Processor XR; XR HDR Remaster; XR Contrast; 4K XR Super Resolution; XR 4K Upscaling; 4K XR Smoothing, XR Sound Position; Voice Search; Smart Remote; Chromecast Built-in; Works with Apple AirPlay 2 and Apple HomeKit",Built-In,B08TKSMQSY,"4.6 out of 5 stars    
    990 ratings   


 4.6 out of 5 stars","#6,508 in Electronics (See Top 100 in Electronics)  #100 in LED & LCD TVs","April 19, 2021"
1897.99,"SAMSUNG 86-inch Class Crystal UHD TU9010 Series - 4K UHD LED Smart TV with Alexa Built-in (UN86TU9010FXZA, 2021 Model)",4.7,SAMSUNG,93 pounds,15.4 x 75.8 x 47.4 inches,Mexico,UN86TU9010FXZA,3 AAA batteries required. (included),PurColor,B094C627M5,"4.7 out of 5 stars    
    151 ratings   


 4.7 out of 5 stars","#6,236 in Electronics (See Top 100 in Electronics)  #95 in LED & LCD TVs","June 21, 2021"
798.0,"Sony X85J 50 Inch TV: 4K Ultra HD LED Smart Google TV with Native 120HZ Refresh Rate, Dolby Vision HDR, and Alexa Compatibility KD50X85J- 2021 Model, Black",4.6,Sony,27.9 pounds,44.25 x 11.38 x 25.63 inches,KD50X85J,Black,"4K HDR Processor X1; TRILUMINOS PRO; Object-Based HDR Remaster; 4K X-Reality™ PRO; Motionflow™ XR; X-Balanced Speaker, Voice Search; Google Assistant; Works with Alexa; Works with Hey Google; Dolby Vision and Dolby Atmos",B08WJMQ5TG,"4.6 out of 5 stars    
    737 ratings   


 4.6 out of 5 stars","#6,858 in Electronics (See Top 100 in Electronics)  #106 in LED & LCD TVs","May 24, 2021"
